CloneGroupType,X2,EachGroup_25Percentile,CloneGroupMax,CloneGroupMin,EachGroup_Mean,EachGroup_Median,CloneGroupVariance,EachGroup_SD,X10,ShanonEntropy,NorShanonEntropy,X13,X14
2098,Functions,0.25,1.00,0.00,0.50,0.50,0.50,0.7071068,2,1,NaN,NA,NA
2099,Functions,6.50,11.00,5.00,8.00,8.00,18.00,4.242641,2,1,0.8960382325345574,NA,NA
2100,Functions,3.00,6.00,2.00,4.00,4.00,8.00,2.828427,2,1,0.8112781244591328,NA,NA
2101,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
2102,Functions,7.00,7.00,7.00,7.00,7.00,0.00,0,2,-0,1,NA,NA
2103,Functions,7.00,7.00,7.00,7.00,7.00,0.00,0,2,-0,1,NA,NA
2104,Functions,7.00,7.00,7.00,7.00,7.00,0.00,0,2,-0,1,NA,NA
2105,Functions,0.00,21.00,0.00,7.00,0.00,147.00,12.12436,3,0.9182958340544896,NaN,NA,NA
2106,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2107,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2108,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,3,-0,1,NA,NA
2109,Functions,1.75,7.00,0.00,3.50,3.50,24.50,4.949747,2,1,NaN,NA,NA
2110,Functions,4.00,13.00,2.00,7.00,5.00,22.50,4.743416,5,2.321928094887362,0.8829583253404316,NA,NA
2111,Functions,1.50,4.00,1.00,2.33,2.00,2.33,1.527525,3,1.584962500721156,0.8699155297736259,NA,NA
2112,Functions,1.25,5.00,0.00,2.50,2.50,12.50,3.535534,2,1,NaN,NA,NA
2113,Functions,3.00,3.00,3.00,3.00,3.00,0.00,0,2,-0,1,NA,NA
2114,Functions,11.25,12.00,11.00,11.50,11.50,0.50,0.7071068,2,1,0.9986359641585718,NA,NA
2115,Functions,4.00,4.00,4.00,4.00,4.00,0.00,0,2,-0,1,NA,NA
2116,Functions,2.50,4.00,2.00,3.00,3.00,2.00,1.414214,2,1,0.9182958340544896,NA,NA
2117,Functions,5.75,8.00,5.00,6.50,6.50,4.50,2.12132,2,1,0.9612366047228759,NA,NA
2118,Functions,0.00,8.00,0.00,3.25,2.50,15.58,3.947573,4,1.5,NaN,NA,NA
2119,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,4,-0,1,NA,NA
2120,Functions,2.25,3.00,2.00,2.50,2.50,0.50,0.7071068,2,1,0.9709505944546686,NA,NA
2121,Functions,3.25,4.00,3.00,3.50,3.50,0.50,0.7071068,2,1,0.9852281360342515,NA,NA
2122,Functions,10.00,10.00,10.00,10.00,10.00,0.00,0,2,-0,1,NA,NA
2123,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2124,Functions,1.50,3.00,1.00,2.00,2.00,2.00,1.414214,2,1,0.8112781244591328,NA,NA
2125,Functions,3.00,3.00,3.00,3.00,3.00,0.00,0,2,-0,1,NA,NA
2126,Functions,0.00,0.00,0.00,0.00,0.00,0.00,0,2,-0,NaN,NA,NA
2127,Functions,2.25,9.00,0.00,4.50,4.50,40.50,6.363961,2,1,NaN,NA,NA
2128,Functions,3.25,13.00,0.00,6.50,6.50,84.50,9.192388,2,1,NaN,NA,NA
2129,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2130,Functions,6.00,15.00,3.00,9.00,9.00,72.00,8.485281,2,1,0.6500224216483541,NA,NA
2131,Functions,6.00,15.00,3.00,9.00,9.00,72.00,8.485281,2,1,0.6500224216483541,NA,NA
2132,Functions,6.00,15.00,3.00,9.00,9.00,72.00,8.485281,2,1,0.6500224216483541,NA,NA
2133,Functions,6.00,15.00,3.00,9.00,9.00,72.00,8.485281,2,1,0.6500224216483541,NA,NA
2134,Functions,15.50,38.00,8.00,23.00,23.00,450.00,21.2132,2,1,0.6665783579949205,NA,NA
2135,Functions,5.50,13.00,3.00,8.00,8.00,50.00,7.071068,2,1,0.6962122601251458,NA,NA
2136,Functions,5.00,5.00,5.00,5.00,5.00,0.00,0,2,-0,1,NA,NA
2137,Functions,1.00,1.00,1.00,1.00,1.00,0.00,0,2,-0,1,NA,NA
2138,Functions,4.75,10.00,3.00,6.50,6.50,24.50,4.949747,2,1,0.7793498372920851,NA,NA
2139,Functions,2.00,2.00,2.00,2.00,2.00,0.00,0,2,-0,1,NA,NA
